ranking,ISBN,description,author,avg_rating,title,num_ratings,score,awards,voted,year,pages
370,9780231115353,"More critical writing exists on , than on any other work of American fiction. This , introduces and contextualizes the key critical debates surrounding Fitzgerald's novel. The extracts and essays included here reflect ,'s place as one of the first American novels to make significant use of modernist techniques and explore",Nicolas Tredell,3.80,"F. Scott Fitzgerald: The Great Gatsby: Essays, Articles, Reviews","2,971","6,603",None,92,1997,192
366,9780806512815,"This was no ordinary war. This was a war to make the world safe for democracy. And if democracy was made safe, then nothing else mattered--not the millions of dead bodies, nor the thousands of ruined lives... This is no ordinary novel. This is a novel that never takes the easy way out: it is shocking, violent, terrifying, horrible, uncompromising, brutal, remorseless and g",Dalton Trumbo,4.16,Johnny Got His Gun,"28,484","6,769",National Book Award for Most Original Book (1939),90,1939,309
368,9780385494786,"A bank of clouds was assembling on the not-so-distant horizon, but journalist-mountaineer Jon Krakauer, standing on the summit of Mt. Everest, saw nothing that ""suggested that a murderous storm was bearing down."" He was wrong. The storm, which claimed five lives and left countless more--including Krakauer's--in guilt-ridden disarray, would also provide the impetus for ",Jon Krakauer,4.12,Into Thin Air: A Personal Account of the Mount Everest Disaster,"310,418","6,725","Pulitzer Prize Nominee for General Nonfiction (1998),ALA Alex Award (1998),National Book Critics Circle Award Nominee for General Nonfiction (1997),Boardman Tasker Prize Nominee for Mountain Literature (1997)",95,1997,368
369,9780517266557,"Twelve stories about animals, insects, and other subjects include How the Camel Got His Hump. The Butterfly That Stamped, and How the Alphabet Was Made..",Rudyard Kipling,4.09,Just So Stories,"40,002","6,639",Lewis Carroll Shelf Award (1967),100,1902,210
367,9781401207922,"A frightening and powerful tale of the loss of freedom and identity in a chillingly believable totalitarian world, , stands as one of the highest achievements of the comics medium and a defining work for creators Alan Moore and David Lloyd.,Set in an imagined future England that has given itself over to fascism, this",Alan Moore,4.25,V for Vendetta,"225,223","6,728","Prometheus Hall of Fame Award (2006),Harvey Awards Nominee for Best Continuing or Limited Series & Best Writer (for Alan Moore) (1989)",89,1990,296
364,9780064400565,"A paperback edition of E.B. White's classic novel about one small mouse on a very big adventure! With black and white illustrations.,Stuart Little is no ordinary mouse. Born to a family of humans, he lives in New York City with his parents, his older brother George, and Snowbell the cat. Though he's shy and thoughtful, he's also a true lover of adventure.,Stuart's greatest a",E.B. White,3.88,Stuart Little,"93,462","6,868",Laura Ingalls Wilder Award (1970),104,1945,131
365,9780345347954,"Without warning, giant silver ships from deep space appear in the skies above every major city on Earth. Manned by the Overlords, in fifty years, they eliminate ignorance, disease, and poverty. Then this golden age ends--and then the age of Mankind begins....",Arthur C. Clarke,4.10,Childhood's End,"101,879","6,854",Hugo Award Nominee for Best Novel (1954),99,1953,224
495,9781841591001,"Take Gussie Fink-Nottle, Madeline Bassett, old Pop Bassett, the unscrupulous Stiffy Byng, the Rev., an 18th-century cow-creamer, a small brown leather covered notebook and mix with a dose of the aged aunt Dahlia and one has a dangerous brew which spells toil and trouble for Bertie and Jeeves.",P.G. Wodehouse,4.36,"The Code of the Woosters (Jeeves, #7)","17,802","3,693",None,50,1938,286
494,9780571068944,"The Four Quartets is a series of four poems by T.S. Eliot, published individually from 1936 to 1942, and in book form in 1943; it was considered by Eliot himself to be his finest work. Each of the quartets has five ""movements"" and each is titled by a place name -- BURNT NORTON (1936), EAST COKER (1940), THE DRY SALVAGES (1941), and LITTLE GIDDING (1942). Eliot's insights i",T.S. Eliot,4.37,Four Quartets,"11,888","3,696",None,50,1943,48
493,9781559362313,"In two full-length plays--Millennium Approaches and Perestroika--Kushner tells the story of a handful of people trying to make sense of the world. Prior is a man living with AIDS whose lover Louis has left him and become involved with Joe, an ex-Mormon and political conservative whose wife, Harper, is slowly having a nervous breakdown. These stories are contrasted with tha",Tony Kushner,4.30,Angels in America,"11,961","3,706",None,49,1993,304
489,9780156421171,In 1936 Orwell went to Spain to report on the Civil War and instead joined the fight against the Fascists. This famous account describes the war and Orwell’s experiences. Introduction by Lionel Trilling.,George Orwell,4.14,Homage to Catalonia,"28,257","3,776",None,50,1938,232
487,9780689707490,"The beloved, bestselling tale of edible weather is brought to life!,If food dropped like rain from the sky, wouldn't it be marvelous! Or would it? It could, after all, be messy. And you'd have no choice. What if you didn't like what fell? Or what if too much came? Have you ever thought of what it might be like to be squashed flat by a pancake?",Judi Barrett,4.15,Cloudy With a Chance of Meatballs,"108,015","3,783",None,55,1978,32
490,9780226020457,"In the small Bosnian town of Visegrad the stone bridge of the novel's title, built in the sixteenth century on the instruction of a grand vezir, bears witness to three centuries of conflict. Visegrad has long been a bone of contention between the Ottoman and Austro-Hungarian Empires, but the bridge survives unscathed until 1914, when the collision of forces in the Balkans",Ivo Andrić,4.32,The Bridge on the Drina,"10,488","3,770",None,46,1945,314
487,9780802134226,"Originally published in 1965, , established Jerzy Kosinski as a major literary figure. Called by the Los Angeles Times ""one of the most imposing novels of the decade,"" it was eventually translated into more than thirty languages.,A harrowing story that follows the wanderings of a boy abandoned by his parents during World War II, , is a dark sto",Jerzy Kosiński,3.95,The Painted Bird,"16,738","3,783",Prix du Meilleur Livre Étranger for Essai (1966),56,1965,234
486,9780374480097,"Doomed to - or blessed with - eternal life after drinking from a magic spring, the Tuck family wanders about trying to live as inconspicuously and comfortably as they can. When ten-year-old Winnie Foster stumbles on their secret, the Tucks take her home and explain why living forever at one age is less a blessing that it might seem. Complications arise when Winnie is follo",Natalie Babbitt,3.86,Tuck Everlasting,"190,317","3,793","Lewis Carroll Shelf Award (1978),Christopher Award for Books for Young People (1976),Young Hoosier Book Award Nominee (1976),Dorothy Canfield Fisher Children's Book Award Nominee (1977),Children's Choice Book Award",56,1975,139
491,9780143039594,"Winner of the 1933 Femina Vie Heureuse Prize, COLD COMFORT FARM is a wickedly funny portrait of British rural life in the 1930s. Flora Poste, a recently orphaned socialite, moves in with her country relatives, the gloomy Starkadders of Cold Comfort Farm, and becomes enmeshed in a web of violent emotions, despair, and scheming, until Flora manages to set things right.",Stella Gibbons,3.92,Cold Comfort Farm,"34,659","3,768",Prix Femina Vie Heureuse (1933),52,1932,233
174,9780618084746,"An alternate cover for this ISBN can be found ,.,Carson McCullers’ prodigious first novel was published to instant acclaim when she was just twenty-three. Set in a small town in the middle of the deep South, it is the story of John Singer, a lonely deaf-mute, and a disparate group of people who are drawn towards his kind, sympathetic nature. The owner of the café where S",Carson McCullers,3.97,The Heart Is a Lonely Hunter,"78,014","21,904",None,276,1940,368
172,9781884365300,Upton Sinclair's dramatic and deeply moving story exposed the brutal conditions in the Chicago stockyards at the turn of the nineteenth century and brought into sharp moral focus the appalling odds against which immigrants and other working people struggled for their share of the American dream. Denounced by the conservative press as an un-American libel on the meatpacking,Upton Sinclair,3.72,The Jungle,"112,790","22,160",None,291,1906,335
171,9781583485095,"Through Jim Burden's endearing, smitten voice, we revisit the remarkable vicissitudes of immigrant life in the Nebraska heartland, with all its insistent bonds. Guiding the way are some of literature's most beguiling characters: the Russian brothers plagued by memories of a fateful sleigh ride, Antonia's desperately homesick father and self-indulgent mother, and the coy Le",Willa Cather,3.77,"My Ántonia (Great Plains Trilogy, #3)","104,614","22,267",None,278,1918,232
